Year,Month,Temperature,Humidity,Rainfall,Wind Speed
1948,Aug,25.999,84.252,162.833,-1.021
1949,Aug,25.969,79.119,52.288,-1.301
1950,Aug,25.552,85.983,276.263,-0.201
1951,Aug,26.243,82.492,91.725,-1.178
1952,Aug,26.175,82.355,76.8,-0.984
1953,Aug,26.269,84.31,149.426,-0.833
1954,Aug,26.012,85.284,203.788,-0.228
1955,Aug,25.678,85.825,236.117,0.112
1956,Aug,25.863,85.232,185.752,0.75
1957,Aug,26.282,83.298,117.907,-0.144
1958,Aug,26.223,85.805,258.302,0.264
1959,Aug,26.18,81.277,104.171,-1.234
1960,Aug,26.454,82.922,171.46,-0.985
1961,Aug,26.131,79.968,86.615,-1.812
1962,Aug,25.608,83.114,202.195,-0.285
1963,Aug,26.22,82.379,125.572,-1.375
1964,Aug,26.185,80.81,93.875,-0.806
1965,Aug,25.772,82.36,172.269,-1.064
1966,Aug,26.089,83.794,189.268,-1.074
1967,Aug,26.41,81.203,71.766,-1.279
1968,Aug,26.445,84.637,149.426,0.723
1969,Aug,25.751,85.115,209.531,-1.0
1970,Aug,26.157,84.191,143.608,-0.997
1971,Aug,25.504,83.804,224.785,-0.149
1972,Aug,26.416,81.201,121.17,-1.488
1973,Aug,26.126,82.888,197.414,-0.115
1974,Aug,26.36,82.902,136.247,-0.231
1975,Aug,26.267,83.628,152.31,-0.788
1976,Aug,25.976,82.096,169.309,-1.258
1977,Aug,25.889,82.762,166.274,-0.934
1978,Aug,26.322,83.297,160.456,0.22
1979,Aug,26.563,82.728,131.542,-1.05
1980,Aug,26.121,83.566,165.717,0.095
1981,Aug,26.743,80.78,82.289,-1.386
1982,Aug,26.258,81.414,119.02,-1.604
1983,Aug,26.739,84.036,147.2,-1.175
1984,Aug,26.496,84.822,164.275,0.262
1985,Aug,26.398,83.719,163.516,-0.695
1986,Aug,26.527,83.456,95.545,0.277
1987,Aug,26.554,84.358,208.747,-1.173
1988,Aug,26.26,85.835,354.581,-0.403
1989,Aug,26.538,83.391,162.429,0.132
1990,Aug,26.842,82.868,141.913,-0.164
1991,Aug,26.852,81.145,146.871,-1.46
1992,Aug,26.737,83.028,154.865,0.507
1993,Aug,26.877,82.149,117.097,-0.603
1994,Aug,26.631,80.87,102.982,-1.497
1995,Aug,26.569,84.145,272.924,-0.912
1996,Aug,26.674,83.229,247.779,-0.217
1997,Aug,27.039,82.698,156.762,-1.36
1998,Aug,26.634,84.666,324.402,0.354
1999,Aug,26.429,82.597,175.456,-0.326
2000,Aug,26.483,83.457,199.083,-0.315
2001,Aug,26.941,83.41,202.751,-0.106
2002,Aug,26.798,81.044,138.094,-0.84
2003,Aug,27.052,82.7,167.943,-0.617
2004,Aug,26.89,78.452,84.44,-1.622
2005,Aug,27.185,81.811,147.124,-0.554
2006,Aug,26.886,82.121,137.056,-1.179
2007,Aug,26.718,82.167,203.637,-0.57
2008,Aug,26.639,83.807,252.307,-0.775
2009,Aug,27.008,82.458,223.823,-0.274
2010,Aug,27.12,83.398,211.2,-0.08
2011,Aug,27.062,82.969,153.98,-0.931
2012,Aug,26.923,81.568,178.796,-1.234
2013,Aug,27.123,81.63,161.012,-0.769
2014,Aug,26.899,83.04,260.63,-0.683
2015,Aug,27.195,82.924,145.05,-1.327
2016,Aug,27.943,82.0,201.942,0.092
2017,Aug,27.269,82.569,240.19,-0.819
2018,Aug,27.668,81.953,93.395,-0.996
2019,Aug,27.79,79.71,81.606,-1.684
2020,Aug,27.586,83.341,153.651,-1.1
2021,Aug,26.917,84.165,281.145,-0.041
2022,Aug,27.21,82.115,297.588,-0.265
1940,Sep,25.94,85.635,168.626,-0.85
1941,Sep,25.448,82.882,150.953,-1.109
1942,Sep,25.575,86.257,228.72,0.502
1943,Sep,25.512,85.897,249.268,0.366
1944,Sep,25.835,83.992,151.559,-0.055
1945,Sep,26.139,82.989,143.61,-0.201
1946,Sep,25.96,81.587,100.201,-0.051
1947,Sep,25.456,87.615,275.766,0.146
1948,Sep,25.904,83.131,135.952,-0.741
1949,Sep,25.78,79.774,66.673,-0.023
1950,Sep,26.118,86.197,183.694,-0.027
1951,Sep,26.124,80.217,76.554,-1.95
1952,Sep,26.116,83.627,142.599,-0.725
1953,Sep,25.927,83.875,127.373,-0.878
1954,Sep,25.967,83.687,153.805,-0.124
1955,Sep,25.692,87.405,262.719,-0.32
1956,Sep,25.724,85.28,190.881,0.152
1957,Sep,26.209,83.459,166.47,-0.619
1958,Sep,26.481,83.756,213.741,0.165
1959,Sep,26.426,80.283,91.623,-1.677
1960,Sep,26.065,84.285,242.239,0.258
1961,Sep,26.145,79.144,52.997,-1.413
1962,Sep,26.128,81.86,144.149,-0.703
1963,Sep,26.26,81.86,105.142,-1.627
1964,Sep,26.135,83.721,225.486,0.19
1965,Sep,26.109,80.664,133.571,-1.073
1966,Sep,26.164,83.627,153.558,-0.597
1967,Sep,26.215,82.345,106.803,-1.268
1968,Sep,26.247,81.313,161.687,-0.461
1969,Sep,26.177,85.295,178.529,0.301
1970,Sep,25.881,83.794,250.817,0.174
1971,Sep,26.201,83.662,154.658,-0.301
1972,Sep,26.258,82.752,198.763,-0.972
1973,Sep,26.253,83.77,191.195,0.356
1974,Sep,25.803,84.509,201.008,0.054
1975,Sep,25.966,83.66,187.175,0.505
1976,Sep,26.096,82.717,168.604,-0.48
1977,Sep,26.146,83.981,177.137,-0.308
1978,Sep,26.23,84.076,170.557,0.524
1979,Sep,26.361,84.955,229.281,-0.646
1980,Sep,26.398,85.443,183.852,-0.156
1981,Sep,26.123,85.508,231.751,0.716
1982,Sep,26.27,82.614,115.09,-1.493
1983,Sep,26.401,83.849,186.928,-0.303
1984,Sep,25.915,85.854,268.198,0.487
1985,Sep,25.979,85.57,213.427,0.138
1986,Sep,26.152,85.515,316.255,0.758
1987,Sep,26.664,83.863,224.184,-0.479
1988,Sep,26.483,84.825,252.456,-0.18
1989,Sep,26.268,83.954,227.799,-0.083
1990,Sep,26.443,83.553,225.329,-0.207
1991,Sep,26.652,82.514,144.373,-0.616
1992,Sep,26.512,83.306,198.448,0.437
1993,Sep,26.586,82.38,154.95,-0.633
1994,Sep,27.095,79.599,73.702,-0.739
1995,Sep,26.87,82.525,187.332,-0.198
1996,Sep,26.856,83.74,190.791,0.663
1997,Sep,26.634,82.335,95.485,-2.403
1998,Sep,27.165,83.792,179.518,-0.043
1999,Sep,26.628,82.844,188.635,-0.167
2000,Sep,26.574,83.261,264.583,-1.019
2001,Sep,26.786,83.341,204.242,-0.377
2002,Sep,26.634,82.022,164.0,-0.477
2003,Sep,26.974,82.505,171.635,-0.215
2004,Sep,26.284,82.505,212.035,-1.307
2005,Sep,27.156,82.073,180.371,-0.479
2006,Sep,26.614,82.927,163.147,-0.666
2007,Sep,26.902,82.571,215.134,-0.071
2008,Sep,26.912,82.929,157.892,0.926
2009,Sep,27.32,82.503,153.49,0.233
2010,Sep,26.976,84.214,263.887,0.354
2011,Sep,27.029,82.097,176.284,-0.468
2012,Sep,27.032,82.852,183.156,-0.263
2013,Sep,26.941,83.395,251.064,0.23
2014,Sep,27.312,79.229,95.867,-1.027
2015,Sep,27.11,82.755,96.473,-1.135
2016,Sep,27.662,81.504,199.212,1.071
2017,Sep,27.41,82.902,194.519,-0.114
2018,Sep,27.098,80.395,164.494,-0.802
2019,Sep,27.635,80.722,145.608,-2.069
2020,Sep,26.839,84.91,309.766,-0.244
2021,Sep,27.181,82.554,250.435,-0.103
2022,Sep,27.188,81.228,167.548,0.437
1940,Oct,25.828,83.341,171.085,-0.616
1941,Oct,25.553,84.475,194.864,-0.469
1942,Oct,25.617,86.288,201.447,1.469
1943,Oct,25.234,87.48,310.205,1.359
1944,Oct,25.918,85.688,244.5,0.317
1945,Oct,25.651,85.891,232.849,1.13
1946,Oct,25.579,86.156,241.945,-0.282
1947,Oct,25.6,87.159,283.741,1.789
1948,Oct,25.96,84.613,173.9,-0.879
1949,Oct,26.288,77.432,36.339,0.717
1950,Oct,25.862,84.802,168.097,0.194
1951,Oct,26.163,83.157,134.919,-1.034
1952,Oct,26.287,85.636,216.477,0.851
1953,Oct,26.012,86.083,192.222,-0.549
1954,Oct,25.514,86.582,283.828,0.693
1955,Oct,25.949,86.397,299.724,0.539
1956,Oct,25.429,88.16,333.984,0.668
1957,Oct,25.993,84.897,238.09,-0.121
1958,Oct,26.211,87.442,300.287,1.276
1959,Oct,26.233,82.672,227.651,-0.327
1960,Oct,26.193,83.106,188.453,0.334
1961,Oct,26.405,78.465,92.343,-0.251
1962,Oct,26.214,83.638,209.633,0.849
1963,Oct,25.93,83.897,211.929,-0.426
1964,Oct,25.873,84.887,297.905,1.639
1965,Oct,25.977,84.853,246.969,-0.658
1966,Oct,25.783,86.821,280.103,0.852
1967,Oct,25.901,82.802,228.604,-0.572
1968,Oct,25.852,85.497,358.499,0.194
1969,Oct,25.921,85.857,255.025,-0.23
1970,Oct,26.237,85.621,186.938,1.959
1971,Oct,26.004,83.0,189.753,1.602
1972,Oct,26.151,83.492,202.27,-0.991
1973,Oct,26.165,85.26,262.475,0.178
1974,Oct,26.362,83.414,147.35,0.986
1975,Oct,26.116,82.143,174.593,0.924
1976,Oct,26.086,84.272,259.573,0.715
1977,Oct,26.313,82.504,189.753,-0.668
1978,Oct,26.13,84.81,205.562,0.959
1979,Oct,26.404,84.068,264.381,0.64
1980,Oct,26.503,84.879,215.177,1.254
1981,Oct,26.416,84.754,263.947,0.227
1982,Oct,26.034,83.536,218.989,-0.189
1983,Oct,26.54,83.672,229.557,0.027
1984,Oct,26.219,85.159,232.026,1.85
1985,Oct,26.014,86.832,286.253,0.724
1986,Oct,26.11,86.48,369.717,1.238
1987,Oct,26.753,85.362,300.027,-0.495
1988,Oct,26.718,84.311,184.512,1.982
1989,Oct,26.32,85.023,289.372,1.219
1990,Oct,26.359,86.114,288.203,0.004
1991,Oct,26.248,82.622,253.336,-0.824
1992,Oct,26.443,84.499,250.867,1.941
1993,Oct,26.37,85.077,221.284,0.029
1994,Oct,26.657,81.624,193.911,-0.905
1995,Oct,26.742,84.88,289.935,1.156
1996,Oct,26.583,84.341,313.974,1.462
1997,Oct,26.557,84.575,257.754,-0.807
1998,Oct,27.273,83.311,228.388,1.833
1999,Oct,26.393,85.354,335.154,1.053
2000,Oct,26.895,82.84,219.335,1.949
2001,Oct,26.851,83.066,234.538,1.596
2002,Oct,26.92,81.029,210.5,-0.641
2003,Oct,26.918,83.03,273.823,1.374
2004,Oct,26.42,83.158,276.985,-0.592
2005,Oct,26.728,82.43,261.262,1.085
2006,Oct,26.943,81.223,168.833,-1.105
2007,Oct,26.667,85.174,287.163,1.014
2008,Oct,26.76,84.514,250.477,0.759
2009,Oct,27.154,82.354,198.589,0.435
2010,Oct,27.231,82.746,213.532,1.041
2011,Oct,26.587,85.334,349.014,-0.492
2012,Oct,26.872,82.555,319.518,0.278
2013,Oct,26.963,83.276,249.828,0.62
2014,Oct,27.294,81.691,184.382,-0.56
2015,Oct,27.081,82.326,187.674,-1.882
2016,Oct,27.617,83.033,233.802,1.899
2017,Oct,27.439,82.675,202.097,0.799
2018,Oct,26.929,84.72,408.352,0.003
2019,Oct,26.873,84.808,412.51,-0.731
2020,Oct,27.679,82.736,147.263,0.946
2021,Oct,27.604,83.184,289.502,0.292
2022,Oct,26.828,82.963,376.214,1.421
1940,Nov,25.25,86.777,214.809,0.546
1941,Nov,25.39,87.591,352.699,0.704
1942,Nov,24.99,85.906,241.059,0.669
1943,Nov,25.021,88.998,337.332,0.382
1944,Nov,25.385,87.412,236.365,0.956
1945,Nov,24.93,88.386,347.38,0.623
1946,Nov,25.425,85.181,228.16,-0.053
1947,Nov,25.367,87.573,247.387,1.075
1948,Nov,25.224,83.039,147.15,-1.069
1949,Nov,25.854,81.862,113.808,0.238
1950,Nov,25.375,86.617,201.771,1.322
1951,Nov,26.233,85.543,178.372,-0.449
1952,Nov,25.62,87.505,247.734,0.861
1953,Nov,26.095,85.874,221.623,0.919
1954,Nov,25.268,86.952,289.838,1.829
1955,Nov,26.044,84.887,144.056,2.385
1956,Nov,25.352,88.71,383.295,0.197
1957,Nov,25.791,85.462,204.1,-0.706
1958,Nov,25.74,87.225,373.108,0.479
1959,Nov,25.706,86.31,266.926,0.873
1960,Nov,25.903,84.477,226.108,1.888
1961,Nov,25.721,84.894,215.643,-0.829
1962,Nov,25.726,85.071,237.651,0.6
1963,Nov,25.847,83.81,166.864,-0.87
1964,Nov,25.709,84.965,216.652,2.076
1965,Nov,25.896,86.739,275.41,0.475
1966,Nov,25.666,87.346,318.661,1.02
1967,Nov,25.27,88.091,379.436,0.149
1968,Nov,25.562,86.457,248.36,-0.19
1969,Nov,25.53,86.536,346.024,0.601
1970,Nov,25.731,86.572,239.181,0.74
1971,Nov,25.329,83.963,208.238,1.608
1972,Nov,26.167,84.754,240.224,0.082
1973,Nov,25.998,85.37,250.62,1.082
1974,Nov,25.784,84.848,207.96,1.204
1975,Nov,25.249,84.519,335.419,0.906
1976,Nov,25.705,85.526,236.608,0.607
1977,Nov,25.826,84.939,245.926,-0.494
1978,Nov,25.858,84.932,296.827,0.831
1979,Nov,25.815,87.349,349.779,0.078
1980,Nov,25.917,86.562,299.539,0.744
1981,Nov,26.219,83.038,209.455,1.952
1982,Nov,25.998,85.69,270.16,-0.514
1983,Nov,26.07,84.484,211.819,0.605
1984,Nov,25.676,87.945,371.578,-0.143
1985,Nov,25.833,87.188,281.042,1.566
1986,Nov,25.905,85.493,258.651,1.626
1987,Nov,26.783,84.852,341.539,1.743
1988,Nov,25.947,86.34,306.04,1.139
1989,Nov,26.019,86.029,231.984,0.416
1990,Nov,26.416,84.335,246.622,1.112
1991,Nov,25.283,88.389,415.629,0.563
1992,Nov,25.508,86.239,287.857,-0.061
1993,Nov,26.084,86.164,393.447,0.042
1994,Nov,25.624,88.701,415.073,-1.071
1995,Nov,26.259,86.104,311.151,0.975
1996,Nov,26.479,84.474,287.196,1.227
1997,Nov,26.448,86.422,299.573,-0.679
1998,Nov,27.016,83.617,178.198,2.28
1999,Nov,26.296,84.717,292.55,1.636
2000,Nov,26.412,85.499,281.424,0.105
2001,Nov,26.275,84.776,251.211,0.377
2002,Nov,26.571,84.043,391.257,0.248
2003,Nov,26.41,85.641,323.529,0.318
2004,Nov,26.344,85.345,351.934,-0.413
2005,Nov,26.482,85.007,303.572,1.602
2006,Nov,26.292,86.907,402.313,-0.556
2007,Nov,26.41,85.566,289.213,1.036
2008,Nov,26.733,86.445,333.646,1.002
2009,Nov,26.376,86.073,362.608,0.927
2010,Nov,26.674,86.042,399.671,0.535
2011,Nov,26.477,86.989,344.355,0.677
2012,Nov,26.577,85.522,457.699,0.553
2013,Nov,26.834,85.113,307.848,0.581
2014,Nov,26.734,86.464,381.557,0.239
2015,Nov,26.88,86.265,332.012,0.009
2016,Nov,26.939,86.245,405.79,1.149
2017,Nov,26.88,85.674,381.105,1.315
2018,Nov,26.848,85.702,400.54,0.254
2019,Nov,27.069,84.545,250.655,-0.241
2020,Nov,26.692,86.269,467.712,0.03
2021,Nov,27.04,84.916,284.032,0.921
2022,Nov,26.817,84.052,331.873,1.119
1940,Dec,24.782,88.04,284.695,0.059
1941,Dec,25.116,87.328,315.628,1.197
1942,Dec,24.281,85.639,257.341,-0.956
1943,Dec,24.619,86.99,200.089,-0.447
1944,Dec,25.165,85.786,202.75,2.202
1945,Dec,24.874,86.274,229.927,0.958
1946,Dec,25.128,87.077,216.324,0.184
1947,Dec,24.638,88.05,254.502,-0.265
1948,Dec,25.188,86.282,151.915,-1.123
1949,Dec,25.336,82.683,88.394,0.471
1950,Dec,25.13,85.704,111.549,-0.231
1951,Dec,25.664,86.092,205.914,-0.635
1952,Dec,25.329,85.122,131.067,-0.803
1953,Dec,25.619,86.844,214.313,-0.016
1954,Dec,24.897,87.55,349.548,-0.363
1955,Dec,24.779,85.608,267.721,-0.486
1956,Dec,24.983,86.538,221.056,0.313
1957,Dec,25.211,89.896,344.846,-0.239
1958,Dec,25.484,83.242,162.561,-1.148
1959,Dec,25.627,83.668,168.032,-0.175
1960,Dec,25.413,85.45,208.458,-0.494
1961,Dec,25.214,86.602,284.074,-0.292
1962,Dec,25.345,82.822,122.254,-0.733
1963,Dec,25.401,86.504,199.349,-0.608
1964,Dec,24.398,87.786,315.865,-0.692
1965,Dec,25.528,87.568,309.3,0.557
1966,Dec,25.381,87.392,299.896,1.086
1967,Dec,24.783,87.308,232.737,-1.322
1968,Dec,25.331,87.369,251.16,0.463
1969,Dec,25.159,87.414,246.015,-0.504
1970,Dec,25.364,85.895,220.227,0.355
1971,Dec,24.89,86.759,260.062,0.069
1972,Dec,25.491,87.471,278.751,0.188
1973,Dec,24.933,85.196,186.219,-0.107
1974,Dec,25.56,83.242,144.552,0.081
1975,Dec,25.277,82.499,132.663,0.406
1976,Dec,25.295,85.549,201.301,-0.265
1977,Dec,25.855,84.462,162.325,-0.819
1978,Dec,25.33,84.6,152.595,-0.855
1979,Dec,25.632,82.848,121.81,-0.817
1980,Dec,25.552,85.488,265.207,0.394
1981,Dec,25.307,84.584,201.183,-0.708
1982,Dec,25.521,87.813,326.304,-0.871
1983,Dec,24.972,87.837,335.619,0.054
1984,Dec,25.274,87.443,270.708,0.119
1985,Dec,25.494,87.022,286.44,0.036
1986,Dec,25.67,86.59,237.35,-1.293
1987,Dec,25.78,87.048,433.327,-0.088
1988,Dec,25.407,83.203,99.542,-0.906
1989,Dec,25.458,86.033,239.272,-1.583
1990,Dec,25.574,86.498,214.254,-0.741
1991,Dec,24.97,90.169,704.92,-0.566
1992,Dec,25.256,87.998,291.468,-0.382
1993,Dec,25.914,85.681,289.368,-0.117
1994,Dec,26.063,84.619,223.185,-0.248
1995,Dec,25.621,84.958,283.335,0.359
1996,Dec,25.764,84.442,366.818,0.808
1997,Dec,26.101,87.985,365.665,-0.872
1998,Dec,26.134,87.061,327.309,0.895
1999,Dec,25.934,84.521,225.107,0.593
2000,Dec,26.254,85.172,251.072,0.566
2001,Dec,25.936,85.156,473.782,0.534
2002,Dec,26.539,86.487,272.837,-0.936
2003,Dec,25.921,85.04,281.442,-0.676
2004,Dec,25.864,83.668,294.425,-0.551
2005,Dec,26.46,84.781,216.265,1.277
2006,Dec,25.996,87.416,438.531,-0.347
2007,Dec,25.833,86.987,393.433,-0.358
2008,Dec,26.073,85.178,274.345,0.533
2009,Dec,26.18,87.208,321.04,-1.059
2010,Dec,26.05,86.048,269.111,0.803
2011,Dec,25.999,87.171,316.19,-0.229
2012,Dec,26.115,87.62,406.031,-0.241
2013,Dec,26.186,86.599,276.001,-0.39
2014,Dec,26.295,87.438,487.769,0.217
2015,Dec,27.065,85.454,279.609,-0.527
2016,Dec,27.089,84.651,250.717,1.156
2017,Dec,26.843,84.315,211.681,0.046
2018,Dec,26.856,86.04,318.999,0.467
2019,Dec,26.383,85.094,333.313,-1.302
2020,Dec,26.706,85.363,247.523,0.259
2021,Dec,26.796,84.28,209.611,-0.136
2022,Dec,26.339,84.726,265.917,-0.22
