Year,Month,Temperature,Humidity,Rainfall,Wind Speed
1972,Aug,26.66,81.254,165.161,2.788
1973,Aug,26.505,81.949,219.826,2.396
1974,Aug,26.67,81.503,191.418,2.632
1975,Aug,26.614,82.122,176.797,3.037
1976,Aug,26.468,80.598,126.28,2.82
1977,Aug,26.34,81.662,150.615,2.817
1978,Aug,26.734,80.287,179.352,2.669
1979,Aug,26.737,82.222,138.802,2.88
1980,Aug,26.461,81.908,163.466,2.545
1981,Aug,27.038,80.069,91.801,3.174
1982,Aug,26.43,82.168,142.394,2.757
1983,Aug,26.895,83.198,180.086,2.861
1984,Aug,26.686,82.962,210.72,2.499
1985,Aug,26.568,83.204,206.47,2.806
1986,Aug,27.032,80.895,107.029,2.684
1987,Aug,26.814,83.999,263.741,2.669
1988,Aug,26.45,84.97,395.839,2.297
1989,Aug,26.722,82.609,200.829,2.275
1990,Aug,27.113,80.962,143.431,2.552
1991,Aug,26.956,82.506,148.541,2.695
1992,Aug,27.02,81.264,181.35,2.864
1993,Aug,26.988,81.624,143.203,2.662
1994,Aug,26.641,81.737,172.269,2.886
1995,Aug,26.631,83.522,400.873,2.639
1996,Aug,26.762,82.603,275.226,2.434
1997,Aug,27.207,82.831,236.674,2.724
1998,Aug,26.848,83.526,413.876,2.188
1999,Aug,26.524,83.625,235.789,2.345
2000,Aug,26.757,81.588,181.123,2.479
2001,Aug,27.182,82.018,223.014,2.573
2002,Aug,27.174,80.486,145.126,2.447
2003,Aug,27.173,81.519,211.2,2.703
2004,Aug,27.236,79.379,130.833,3.153
2005,Aug,27.588,80.065,172.901,2.955
2006,Aug,27.04,82.728,171.94,2.645
2007,Aug,26.814,82.624,254.786,2.418
2008,Aug,26.762,83.392,239.381,2.605
2009,Aug,27.301,81.312,230.679,2.7
2010,Aug,27.388,82.19,195.011,2.368
2011,Aug,27.185,81.869,156.206,2.519
2012,Aug,26.983,82.482,213.856,2.477
2013,Aug,27.306,78.888,153.347,2.709
2014,Aug,26.913,82.786,304.671,2.444
2015,Aug,27.562,81.445,173.129,2.755
2016,Aug,28.013,79.304,151.501,2.632
2017,Aug,27.267,81.741,245.781,2.686
2018,Aug,27.814,79.662,122.612,2.969
2019,Aug,27.931,78.684,77.711,2.957
2020,Aug,27.712,81.125,133.211,2.705
2021,Aug,27.103,81.151,328.955,2.549
2022,Aug,27.523,79.735,228.781,2.416
1940,Sep,26.166,84.625,196.293,2.419
1941,Sep,25.796,83.482,140.982,2.283
1942,Sep,25.749,85.535,279.247,2.392
1943,Sep,25.764,84.722,311.315,2.694
1944,Sep,25.989,84.495,200.761,2.234
1945,Sep,26.276,84.266,145.99,2.337
1946,Sep,26.21,82.044,169.704,2.653
1947,Sep,25.757,86.237,296.718,2.385
1948,Sep,26.12,83.983,163.371,2.225
1949,Sep,26.374,76.571,29.665,2.161
1950,Sep,26.268,85.489,245.652,2.469
1951,Sep,26.429,80.243,65.281,2.577
1952,Sep,26.215,84.304,224.026,2.428
1953,Sep,26.138,83.582,114.798,2.658
1954,Sep,26.06,84.906,236.602,2.324
1955,Sep,25.95,86.251,270.758,2.263
1956,Sep,25.905,85.151,258.475,2.394
1957,Sep,26.326,84.599,272.533,2.421
1958,Sep,26.521,84.623,284.03,2.361
1959,Sep,26.534,81.264,114.326,2.75
1960,Sep,26.335,83.683,238.533,2.531
1961,Sep,26.278,81.058,78.957,2.394
1962,Sep,26.324,83.09,157.196,2.442
1963,Sep,26.625,82.018,160.205,2.615
1964,Sep,26.4,81.697,213.831,2.875
1965,Sep,26.347,82.269,143.61,2.198
1966,Sep,26.133,84.644,219.692,2.348
1967,Sep,26.203,83.08,128.317,2.461
1968,Sep,26.544,81.999,177.362,2.512
1969,Sep,26.454,83.755,170.333,2.638
1970,Sep,26.291,83.368,213.27,2.482
1971,Sep,26.39,82.172,192.879,2.266
1972,Sep,26.44,82.844,239.319,2.506
1973,Sep,26.452,81.908,239.072,2.341
1974,Sep,26.069,83.249,223.083,2.021
1975,Sep,26.292,81.289,210.35,2.528
1976,Sep,26.325,82.293,207.027,2.39
1977,Sep,26.448,82.024,182.078,2.433
1978,Sep,26.611,81.289,165.392,2.763
1979,Sep,26.468,83.617,236.759,2.289
1980,Sep,26.718,82.4,157.51,2.397
1981,Sep,26.427,83.276,220.321,2.753
1982,Sep,26.461,82.25,131.079,2.333
1983,Sep,26.604,83.023,246.73,2.131
1984,Sep,26.327,83.287,234.446,2.254
1985,Sep,26.288,83.648,219.692,2.593
1986,Sep,26.44,84.019,295.326,2.506
1987,Sep,26.764,83.756,342.44,2.09
1988,Sep,26.651,83.959,258.857,2.158
1989,Sep,26.377,83.467,246.258,2.159
1990,Sep,26.603,83.378,256.768,2.137
1991,Sep,26.743,82.846,171.411,2.156
1992,Sep,26.766,80.916,245.405,2.348
1993,Sep,26.563,82.248,224.318,2.159
1994,Sep,26.63,82.523,165.931,2.268
1995,Sep,27.118,81.994,220.86,2.263
1996,Sep,27.118,81.979,198.134,2.509
1997,Sep,26.886,82.464,96.249,2.507
1998,Sep,27.245,82.484,255.151,2.2
1999,Sep,26.659,82.502,212.349,2.113
2000,Sep,26.654,82.538,266.582,2.398
2001,Sep,26.788,82.866,278.394,2.286
2002,Sep,26.853,80.815,187.49,2.236
2003,Sep,27.005,81.49,181.0,2.645
2004,Sep,26.655,81.036,195.978,2.704
2005,Sep,27.579,80.489,150.257,2.741
2006,Sep,26.884,82.298,172.331,2.349
2007,Sep,27.078,81.696,196.832,2.651
2008,Sep,27.005,81.753,187.018,2.869
2009,Sep,27.445,81.297,220.321,2.291
2010,Sep,27.15,82.352,230.516,2.033
2011,Sep,27.235,81.857,286.366,2.491
2012,Sep,27.161,81.565,146.08,2.357
2013,Sep,27.158,81.207,181.224,2.59
2014,Sep,27.269,80.578,133.482,2.222
2015,Sep,27.382,81.958,135.885,2.622
2016,Sep,27.84,78.709,171.568,2.961
2017,Sep,27.315,82.352,241.947,2.41
2018,Sep,27.12,80.413,236.692,2.153
2019,Sep,27.946,78.101,110.845,2.711
2020,Sep,27.198,81.561,244.574,2.561
2021,Sep,27.372,79.523,182.527,2.655
2022,Sep,27.364,78.578,185.401,2.203
1940,Oct,25.898,84.359,203.656,2.428
1941,Oct,25.764,85.555,219.682,2.018
1942,Oct,25.842,84.349,212.579,2.972
1943,Oct,25.585,85.6,316.486,2.657
1944,Oct,26.06,85.086,271.224,2.146
1945,Oct,25.819,85.432,291.841,2.744
1946,Oct,25.741,85.396,253.206,1.703
1947,Oct,25.801,86.011,297.558,2.957
1948,Oct,26.103,84.23,103.95,1.976
1949,Oct,26.8,75.991,24.861,2.098
1950,Oct,26.084,84.146,181.047,1.927
1951,Oct,26.312,82.877,118.244,2.11
1952,Oct,26.499,85.042,262.691,2.729
1953,Oct,26.338,84.525,121.146,2.25
1954,Oct,25.739,85.612,318.521,2.263
1955,Oct,26.051,85.957,387.475,2.116
1956,Oct,25.646,86.517,359.928,2.093
1957,Oct,26.184,84.266,187.111,1.917
1958,Oct,26.347,85.595,322.983,2.626
1959,Oct,26.229,83.661,211.929,1.937
1960,Oct,26.387,83.278,188.843,2.287
1961,Oct,26.288,81.885,83.637,2.442
1962,Oct,26.307,84.009,198.502,2.81
1963,Oct,26.174,83.6,221.761,2.19
1964,Oct,26.16,83.315,272.35,2.927
1965,Oct,26.253,84.318,210.933,2.274
1966,Oct,26.154,84.539,312.674,2.315
1967,Oct,26.065,83.888,164.198,2.236
1968,Oct,26.074,84.942,230.294,2.252
1969,Oct,26.205,84.609,226.395,2.344
1970,Oct,26.539,82.845,196.38,2.998
1971,Oct,26.531,81.013,187.804,3.06
1972,Oct,26.481,82.533,178.492,2.034
1973,Oct,26.366,83.632,205.389,2.095
1974,Oct,26.602,80.772,191.745,2.608
1975,Oct,26.604,79.892,150.295,2.729
1976,Oct,26.365,82.85,224.49,2.4
1977,Oct,26.62,81.082,135.136,2.058
1978,Oct,26.605,81.425,219.639,3.034
1979,Oct,26.582,82.361,174.16,2.816
1980,Oct,26.778,82.649,216.26,3.09
1981,Oct,26.594,82.789,204.566,2.416
1982,Oct,26.183,82.651,203.916,2.401
1983,Oct,26.74,83.125,181.177,2.334
1984,Oct,26.435,83.283,269.015,3.107
1985,Oct,26.231,84.691,252.513,2.071
1986,Oct,26.453,84.427,269.362,2.369
1987,Oct,26.756,85.15,291.494,1.865
1988,Oct,27.224,80.858,166.191,3.272
1989,Oct,26.544,83.386,307.563,2.502
1990,Oct,26.492,84.321,276.248,2.257
1991,Oct,26.323,83.55,236.92,1.876
1992,Oct,26.765,81.755,205.302,3.48
1993,Oct,26.503,82.895,243.85,2.241
1994,Oct,26.423,82.446,175.156,1.916
1995,Oct,27.021,82.518,273.693,2.945
1996,Oct,26.733,82.858,315.879,2.685
1997,Oct,26.598,84.798,217.126,2.078
1998,Oct,27.492,81.029,211.842,3.004
1999,Oct,26.536,83.786,328.96,2.56
2000,Oct,27.292,79.696,146.094,3.12
2001,Oct,27.242,81.281,209.59,2.862
2002,Oct,27.25,79.006,130.285,2.114
2003,Oct,27.029,80.262,190.489,3.149
2004,Oct,26.551,82.542,252.729,2.603
2005,Oct,26.988,82.318,313.367,2.806
2006,Oct,26.97,82.32,196.769,2.051
2007,Oct,26.753,84.026,407.832,2.512
2008,Oct,26.916,83.835,215.74,2.246
2009,Oct,27.242,80.971,213.791,2.29
2010,Oct,27.735,79.613,164.025,2.664
2011,Oct,26.771,82.795,264.207,2.569
2012,Oct,26.944,82.494,188.93,2.147
2013,Oct,26.971,82.146,305.571,2.383
2014,Oct,27.163,82.062,247.142,1.993
2015,Oct,27.376,81.354,122.272,2.312
2016,Oct,27.787,79.658,209.677,3.608
2017,Oct,27.738,80.605,188.93,2.352
2018,Oct,27.015,83.225,341.391,2.268
2019,Oct,27.092,81.631,240.039,2.003
2020,Oct,27.759,78.45,168.443,2.691
2021,Oct,27.876,78.341,352.349,2.676
2022,Oct,27.179,80.742,221.891,2.639
1940,Nov,25.552,85.515,243.597,1.82
1941,Nov,25.699,85.963,284.588,2.036
1942,Nov,25.317,85.089,207.403,2.617
1943,Nov,25.193,87.821,373.734,1.974
1944,Nov,25.66,85.592,229.377,2.118
1945,Nov,25.32,86.486,253.471,1.618
1946,Nov,25.552,85.335,210.671,1.792
1947,Nov,25.756,84.362,302.842,3.275
1948,Nov,25.669,80.524,73.685,3.59
1949,Nov,26.473,78.009,58.978,2.132
1950,Nov,25.928,84.336,165.23,2.721
1951,Nov,26.46,84.535,168.046,1.816
1952,Nov,25.908,85.548,254.514,2.613
1953,Nov,26.411,84.607,172.67,2.361
1954,Nov,25.653,84.49,254.514,3.392
1955,Nov,26.177,84.01,211.123,3.657
1956,Nov,25.643,85.942,341.399,2.425
1957,Nov,26.192,83.161,178.893,2.495
1958,Nov,26.033,84.001,224.683,2.686
1959,Nov,25.984,84.719,231.637,2.611
1960,Nov,26.126,84.409,248.742,2.972
1961,Nov,26.063,82.71,151.357,2.414
1962,Nov,26.172,83.058,231.324,2.654
1963,Nov,26.121,84.249,147.88,1.949
1964,Nov,26.014,83.571,193.218,3.506
1965,Nov,26.085,84.831,210.219,2.432
1966,Nov,26.074,85.711,312.785,2.55
1967,Nov,25.623,85.675,257.261,2.143
1968,Nov,25.982,83.941,166.864,1.988
1969,Nov,25.916,85.586,276.105,1.956
1970,Nov,26.147,84.33,173.817,2.315
1971,Nov,25.756,82.91,176.633,3.103
1972,Nov,26.489,83.688,198.642,2.163
1973,Nov,26.322,82.505,177.19,2.91
1974,Nov,26.184,82.756,168.637,2.841
1975,Nov,25.733,83.29,212.514,2.633
1976,Nov,26.093,82.82,164.534,2.317
1977,Nov,26.272,81.551,151.983,2.581
1978,Nov,26.19,82.803,198.537,2.629
1979,Nov,26.042,84.276,321.651,2.527
1980,Nov,26.335,83.418,194.852,2.378
1981,Nov,26.502,82.075,142.874,3.303
1982,Nov,26.319,83.241,181.258,1.868
1983,Nov,26.425,83.422,221.484,2.686
1984,Nov,26.043,84.828,270.229,1.977
1985,Nov,26.144,85.339,279.025,2.845
1986,Nov,26.261,83.624,243.145,2.978
1987,Nov,27.144,83.354,282.085,2.939
1988,Nov,26.281,84.189,313.237,2.849
1989,Nov,26.503,82.449,182.196,2.661
1990,Nov,26.81,81.885,295.436,2.934
1991,Nov,25.754,85.45,329.856,2.694
1992,Nov,25.891,82.412,237.86,3.32
1993,Nov,26.275,84.561,352.073,2.147
1994,Nov,25.884,84.969,280.799,3.266
1995,Nov,26.56,84.252,265.118,2.563
1996,Nov,26.754,83.251,207.786,2.647
1997,Nov,26.597,84.639,211.958,2.262
1998,Nov,27.19,82.611,224.335,3.509
1999,Nov,26.57,83.167,265.118,2.611
2000,Nov,26.705,82.989,268.665,2.133
2001,Nov,26.634,82.434,263.38,2.558
2002,Nov,26.836,82.359,262.093,1.998
2003,Nov,26.621,83.633,232.367,2.359
2004,Nov,26.69,81.706,176.807,2.66
2005,Nov,26.835,82.464,324.12,3.004
2006,Nov,26.417,85.399,257.226,2.168
2007,Nov,26.582,84.742,244.953,2.819
2008,Nov,26.858,84.816,263.832,2.498
2009,Nov,26.687,84.872,282.433,2.647
2010,Nov,26.881,82.782,346.058,2.4
2011,Nov,26.716,84.488,258.79,2.847
2012,Nov,26.762,85.153,346.441,2.051
2013,Nov,26.896,83.586,314.419,2.19
2014,Nov,26.825,84.442,318.001,2.22
2015,Nov,26.943,84.65,346.232,1.997
2016,Nov,27.004,84.345,324.606,2.183
2017,Nov,26.984,84.327,337.575,2.673
2018,Nov,27.202,82.718,286.501,2.308
2019,Nov,27.288,81.468,154.417,2.717
2020,Nov,26.874,84.052,412.778,2.188
2021,Nov,27.419,80.631,186.299,2.479
2022,Nov,26.987,82.198,279.895,2.543
1940,Dec,25.253,84.616,179.033,2.456
1941,Dec,25.452,85.76,225.58,2.322
1942,Dec,24.953,80.933,105.753,3.232
1943,Dec,25.072,83.5,111.785,3.301
1944,Dec,25.449,83.925,202.425,3.532
1945,Dec,25.191,84.432,230.844,2.654
1946,Dec,25.579,84.132,144.877,2.263
1947,Dec,24.958,84.871,199.556,2.88
1948,Dec,25.79,80.812,58.496,3.728
1949,Dec,26.381,75.413,20.673,2.685
1950,Dec,25.714,80.077,64.588,3.677
1951,Dec,26.139,82.682,148.514,2.823
1952,Dec,25.796,81.409,81.621,2.909
1953,Dec,26.022,83.789,153.689,3.026
1954,Dec,25.432,83.059,292.976,3.2
1955,Dec,25.373,80.753,147.598,3.133
1956,Dec,25.33,84.001,234.038,3.237
1957,Dec,25.715,84.851,163.567,2.974
1958,Dec,26.04,78.041,69.645,3.722
1959,Dec,26.14,81.211,108.0,2.97
1960,Dec,25.93,81.794,126.394,2.912
1961,Dec,25.961,81.809,113.353,2.598
1962,Dec,25.995,79.695,79.906,3.255
1963,Dec,26.012,82.133,128.316,2.894
1964,Dec,25.109,82.463,154.163,3.551
1965,Dec,25.965,84.332,215.23,2.699
1966,Dec,25.732,85.418,274.67,2.391
1967,Dec,25.404,79.863,95.402,4.259
1968,Dec,25.792,84.475,218.364,2.806
1969,Dec,25.674,82.789,203.105,3.334
1970,Dec,25.82,84.463,178.471,2.195
1971,Dec,25.288,84.136,207.896,2.712
1972,Dec,25.988,84.454,174.42,2.81
1973,Dec,25.392,81.131,125.241,3.171
1974,Dec,25.939,81.363,115.63,2.463
1975,Dec,25.554,81.161,106.492,2.961
1976,Dec,25.882,81.268,100.962,3.186
1977,Dec,26.622,76.424,111.46,2.98
1978,Dec,26.175,76.662,57.106,3.835
1979,Dec,26.415,75.235,50.57,3.56
1980,Dec,26.183,79.603,138.962,3.308
1981,Dec,25.954,78.008,95.934,3.763
1982,Dec,26.24,79.662,107.586,3.474
1983,Dec,25.57,82.736,174.331,3.409
1984,Dec,25.805,83.951,234.836,3.048
1985,Dec,25.966,82.834,214.402,2.654
1986,Dec,26.218,80.019,117.936,3.664
1987,Dec,26.272,82.548,216.147,2.902
1988,Dec,25.903,77.492,55.45,3.933
1989,Dec,26.052,79.112,186.692,3.873
1990,Dec,26.097,80.303,187.994,3.585
1991,Dec,25.521,85.189,319.798,3.263
1992,Dec,25.76,82.466,203.667,3.327
1993,Dec,26.191,83.177,217.803,2.867
1994,Dec,26.635,79.404,105.812,3.514
1995,Dec,25.889,82.366,309.122,3.063
1996,Dec,26.042,83.363,225.61,3.084
1997,Dec,26.519,84.005,165.548,3.295
1998,Dec,26.395,84.456,241.993,2.987
1999,Dec,26.272,81.254,162.916,4.023
2000,Dec,26.635,83.867,249.001,2.66
2001,Dec,26.506,81.77,282.625,3.482
2002,Dec,26.975,82.124,170.427,2.744
2003,Dec,26.366,79.548,170.191,3.627
2004,Dec,26.539,77.19,86.856,3.695
2005,Dec,26.619,83.521,227.059,3.083
2006,Dec,26.619,82.654,154.311,3.028
2007,Dec,26.114,84.038,330.119,3.392
2008,Dec,26.522,80.622,202.395,3.199
2009,Dec,26.53,82.29,226.615,3.56
2010,Dec,26.441,82.663,200.237,2.745
2011,Dec,26.446,82.955,226.053,3.316
2012,Dec,26.441,84.69,248.676,2.674
2013,Dec,26.449,82.563,303.326,3.309
2014,Dec,26.561,83.518,747.83,2.749
2015,Dec,27.27,81.983,147.361,3.02
2016,Dec,27.284,81.647,198.728,3.137
2017,Dec,27.095,81.557,177.673,2.927
2018,Dec,27.129,83.05,219.045,2.671
2019,Dec,26.822,78.829,122.757,3.866
2020,Dec,26.913,81.875,178.087,2.747
2021,Dec,27.079,79.233,140.618,3.27
2022,Dec,26.472,80.806,177.791,3.21
