Year,Month,Temperature,Humidity,Rainfall,Wind Speed
1960,Feb,26.102,77.497,57.952,3.656
1961,Feb,26.49,75.613,63.995,3.32
1962,Feb,26.119,73.541,30.36,4.422
1963,Feb,25.735,73.449,39.538,4.656
1964,Feb,26.463,79.006,91.773,3.758
1965,Feb,25.986,80.695,84.867,2.901
1966,Feb,26.061,82.461,135.074,2.824
1967,Feb,25.557,78.836,130.641,3.712
1968,Feb,26.536,71.381,34.282,3.577
1969,Feb,26.766,76.571,64.753,3.057
1970,Feb,26.63,75.412,27.108,3.695
1971,Feb,25.939,74.376,60.387,3.463
1972,Feb,26.297,77.857,73.525,2.632
1973,Feb,27.085,75.095,50.875,3.415
1974,Feb,25.81,77.436,68.049,3.431
1975,Feb,26.033,78.109,122.956,2.86
1976,Feb,26.636,69.51,18.479,3.245
1977,Feb,26.036,73.855,69.853,3.834
1978,Feb,27.362,71.242,38.29,3.712
1979,Feb,27.114,74.749,72.638,3.357
1980,Feb,26.969,71.657,67.688,3.764
1981,Feb,26.47,77.81,88.431,2.926
1982,Feb,26.81,75.619,64.285,2.901
1983,Feb,27.623,73.983,39.448,3.503
1984,Feb,25.408,83.708,277.627,3.079
1985,Feb,26.628,82.958,112.153,2.562
1986,Feb,26.196,78.893,86.27,3.197
1987,Feb,26.796,73.215,14.568,3.618
1988,Feb,26.903,81.372,136.045,2.517
1989,Feb,26.619,73.412,71.524,3.229
1990,Feb,27.078,77.0,55.442,3.864
1991,Feb,27.015,75.616,45.307,3.509
1992,Feb,26.613,79.226,118.35,2.599
1993,Feb,26.273,76.09,52.657,3.578
1994,Feb,26.806,79.162,89.656,2.793
1995,Feb,26.131,80.287,119.259,3.536
1996,Feb,26.063,77.829,84.945,4.134
1997,Feb,26.613,79.292,106.74,2.755
1998,Feb,28.326,75.407,76.358,3.119
1999,Feb,26.634,78.03,112.799,3.333
2000,Feb,26.401,80.412,117.866,2.89
2001,Feb,26.478,80.394,121.33,2.61
2002,Feb,27.462,68.431,40.584,4.019
2003,Feb,26.959,77.498,57.179,3.527
2004,Feb,27.26,74.271,28.815,3.434
2005,Feb,27.998,71.098,63.305,3.157
2006,Feb,26.931,80.265,104.825,3.496
2007,Feb,26.55,80.113,111.685,3.192
2008,Feb,26.566,76.361,73.294,3.801
2009,Feb,27.023,78.17,108.5,2.75
2010,Feb,28.037,75.322,91.705,2.776
2011,Feb,26.889,77.482,41.676,3.077
2012,Feb,26.73,81.726,171.965,2.679
2013,Feb,26.42,83.621,223.103,2.996
2014,Feb,27.423,70.655,5.992,3.859
2015,Feb,26.995,72.124,47.846,4.142
2016,Feb,27.785,74.37,46.44,4.614
2017,Feb,26.939,80.753,95.18,3.51
2018,Feb,27.102,74.764,36.909,3.86
2019,Feb,28.465,70.613,48.96,3.144
2020,Feb,27.807,74.453,106.515,4.254
2021,Feb,27.452,70.947,13.008,4.034
2022,Feb,27.241,77.854,122.199,2.98
1940,Mar,26.548,79.442,90.124,2.157
1941,Mar,26.21,84.731,166.353,2.018
1942,Mar,26.033,81.335,105.769,2.644
1943,Mar,25.566,79.224,119.418,2.513
1944,Mar,26.269,76.733,65.462,2.446
1945,Mar,25.288,84.873,227.725,3.294
1946,Mar,25.985,83.48,170.492,2.563
1947,Mar,25.964,84.367,169.777,2.14
1948,Mar,26.534,78.236,70.931,2.598
1949,Mar,27.126,64.105,2.784,3.097
1950,Mar,26.756,79.573,132.574,2.41
1951,Mar,26.536,77.298,56.765,3.371
1952,Mar,26.538,84.658,234.796,2.013
1953,Mar,26.353,83.275,164.825,2.52
1954,Mar,26.203,84.212,170.467,2.181
1955,Mar,26.214,80.819,123.163,2.548
1956,Mar,26.15,81.27,117.866,2.404
1957,Mar,26.056,83.939,197.519,2.019
1958,Mar,26.76,81.681,146.963,2.48
1959,Mar,27.04,77.054,141.296,2.522
1960,Mar,26.591,80.915,136.935,2.203
1961,Mar,26.773,79.346,109.834,2.52
1962,Mar,26.393,80.596,144.721,2.597
1963,Mar,27.078,73.403,33.408,3.553
1964,Mar,26.759,79.95,99.141,3.167
1965,Mar,26.418,78.821,102.763,2.81
1966,Mar,26.593,82.621,181.209,2.205
1967,Mar,26.218,78.785,49.004,2.834
1968,Mar,26.483,78.189,143.612,3.207
1969,Mar,27.002,78.658,152.309,2.745
1970,Mar,27.185,78.934,135.58,2.401
1971,Mar,26.293,77.702,71.252,2.585
1972,Mar,26.488,76.112,70.956,2.56
1973,Mar,27.037,77.719,107.592,2.68
1974,Mar,26.644,73.446,38.558,3.216
1975,Mar,26.427,80.524,105.473,2.352
1976,Mar,26.863,75.31,76.426,2.555
1977,Mar,26.938,71.667,31.659,3.777
1978,Mar,27.536,76.755,94.633,2.144
1979,Mar,27.564,76.567,84.728,2.673
1980,Mar,26.819,79.598,123.36,2.392
1981,Mar,27.024,76.837,89.952,3.096
1982,Mar,26.789,79.544,165.342,2.288
1983,Mar,28.347,73.815,60.978,2.993
1984,Mar,26.237,83.434,195.277,2.609
1985,Mar,26.429,82.47,163.002,2.948
1986,Mar,26.162,82.579,191.409,3.249
1987,Mar,27.249,79.851,146.002,2.993
1988,Mar,27.165,82.396,222.304,2.661
1989,Mar,26.324,81.613,210.207,2.647
1990,Mar,27.74,73.508,85.615,2.799
1991,Mar,27.279,78.706,159.799,2.364
1992,Mar,27.253,79.086,121.98,2.555
1993,Mar,26.652,80.397,157.779,3.104
1994,Mar,26.528,82.489,234.204,2.606
1995,Mar,27.015,79.755,176.331,2.592
1996,Mar,27.011,76.238,108.602,3.032
1997,Mar,26.995,79.539,173.842,2.518
1998,Mar,28.343,78.699,168.915,2.454
1999,Mar,26.962,82.333,221.417,2.306
2000,Mar,26.95,81.635,204.664,2.423
2001,Mar,27.239,80.421,173.054,2.577
2002,Mar,27.677,74.772,143.119,2.751
2003,Mar,27.674,77.075,149.106,2.847
2004,Mar,27.416,80.47,192.32,2.761
2005,Mar,27.873,74.536,128.115,3.37
2006,Mar,27.601,78.986,136.861,2.607
2007,Mar,27.096,82.767,174.655,2.426
2008,Mar,26.304,84.451,245.932,2.998
2009,Mar,26.739,83.707,238.467,2.075
2010,Mar,27.804,80.556,176.01,2.333
2011,Mar,26.861,82.065,172.906,2.829
2012,Mar,27.074,81.999,195.474,2.493
2013,Mar,27.687,80.591,118.654,2.455
2014,Mar,27.823,73.545,78.347,3.3
2015,Mar,27.711,76.64,118.285,2.446
2016,Mar,28.878,73.914,92.588,3.115
2017,Mar,27.225,82.61,194.883,2.459
2018,Mar,27.585,78.404,128.361,2.436
2019,Mar,28.358,73.779,130.16,2.615
2020,Mar,28.409,76.985,143.366,2.652
2021,Mar,27.513,77.423,171.748,2.748
2022,Mar,27.784,79.293,146.002,2.373
1940,Apr,26.297,84.363,209.423,1.783
1941,Apr,26.545,85.571,215.067,2.431
1942,Apr,26.043,84.59,169.397,1.65
1943,Apr,25.874,81.592,82.263,1.866
1944,Apr,26.479,80.782,107.373,1.994
1945,Apr,26.048,83.885,218.995,2.252
1946,Apr,26.047,86.058,214.316,1.948
1947,Apr,26.384,85.369,176.887,1.822
1948,Apr,26.788,81.275,69.064,1.854
1949,Apr,27.663,65.367,2.94,2.526
1950,Apr,26.719,83.676,206.59,2.026
1951,Apr,26.896,82.364,82.971,2.223
1952,Apr,26.606,85.395,160.898,2.078
1953,Apr,26.716,84.707,252.797,1.78
1954,Apr,26.492,86.594,283.144,2.346
1955,Apr,26.323,84.976,232.623,2.008
1956,Apr,26.755,83.596,225.519,2.222
1957,Apr,26.377,85.494,232.816,1.815
1958,Apr,27.253,81.26,138.041,1.956
1959,Apr,26.612,83.787,197.447,1.761
1960,Apr,26.833,83.425,191.567,2.323
1961,Apr,27.008,82.125,208.564,2.202
1962,Apr,26.99,81.038,113.983,1.947
1963,Apr,27.969,72.744,39.017,2.714
1964,Apr,27.177,81.65,188.326,1.834
1965,Apr,26.348,84.276,238.783,2.148
1966,Apr,26.884,84.228,216.291,1.736
1967,Apr,26.344,84.009,209.573,1.947
1968,Apr,26.57,82.103,160.404,1.842
1969,Apr,27.087,82.71,161.907,2.301
1970,Apr,27.176,82.824,153.794,2.133
1971,Apr,27.318,76.878,74.386,2.061
1972,Apr,26.516,82.052,160.555,1.85
1973,Apr,27.171,82.679,206.247,1.919
1974,Apr,26.927,79.538,121.194,2.138
1975,Apr,26.964,81.447,120.121,2.177
1976,Apr,26.689,79.875,158.044,2.122
1977,Apr,27.605,75.949,77.799,2.384
1978,Apr,27.343,77.998,101.857,2.08
1979,Apr,27.115,82.515,229.897,1.997
1980,Apr,27.065,81.868,172.423,2.059
1981,Apr,26.938,83.473,189.421,1.966
1982,Apr,26.734,83.044,237.237,2.117
1983,Apr,28.367,77.492,77.241,2.141
1984,Apr,26.756,84.143,223.33,1.989
1985,Apr,27.312,81.297,120.207,2.659
1986,Apr,26.742,84.396,227.215,1.875
1987,Apr,27.288,82.708,186.244,2.068
1988,Apr,27.279,83.917,230.434,2.212
1989,Apr,26.877,83.888,258.656,2.441
1990,Apr,27.475,81.834,197.512,2.274
1991,Apr,27.138,82.875,227.258,2.04
1992,Apr,27.461,81.893,179.827,1.791
1993,Apr,26.966,83.08,246.273,2.012
1994,Apr,27.238,81.861,186.781,2.537
1995,Apr,27.062,82.348,257.497,1.756
1996,Apr,27.248,82.017,258.012,2.023
1997,Apr,26.927,82.959,220.626,2.052
1998,Apr,28.563,80.574,149.244,2.188
1999,Apr,27.8,80.139,120.357,2.612
2000,Apr,27.162,83.39,318.019,2.267
2001,Apr,27.1,84.248,343.837,2.071
2002,Apr,27.433,80.532,227.215,1.981
2003,Apr,27.41,81.717,182.682,1.911
2004,Apr,27.644,80.621,214.788,2.039
2005,Apr,27.85,79.969,129.843,2.291
2006,Apr,27.455,82.731,219.038,1.963
2007,Apr,27.266,83.972,276.577,1.986
2008,Apr,26.989,84.342,281.105,1.866
2009,Apr,27.665,81.944,157.786,2.592
2010,Apr,27.996,82.964,215.904,2.038
2011,Apr,27.336,81.104,172.037,1.977
2012,Apr,27.431,81.851,248.118,2.069
2013,Apr,27.926,82.008,219.231,2.125
2014,Apr,27.547,82.962,262.262,1.995
2015,Apr,27.756,80.488,207.642,2.204
2016,Apr,28.749,78.085,177.509,2.227
2017,Apr,27.657,82.98,275.697,2.291
2018,Apr,27.916,78.871,165.319,2.471
2019,Apr,28.197,80.558,187.875,2.073
2020,Apr,28.101,79.065,209.659,2.091
2021,Apr,27.549,80.753,193.971,2.126
2022,Apr,27.732,80.771,227.644,2.1
1940,May,26.637,85.217,257.064,2.291
1941,May,26.661,85.622,243.935,2.03
1942,May,26.862,84.065,167.421,2.032
1943,May,26.533,82.898,163.727,2.602
1944,May,26.337,84.389,223.656,2.14
1945,May,26.575,83.783,178.954,2.367
1946,May,26.557,84.427,166.92,2.45
1947,May,26.34,86.409,267.049,1.962
1948,May,26.531,85.377,171.948,1.836
1949,May,27.777,61.397,0.071,2.325
1950,May,26.855,84.643,177.214,1.725
1951,May,26.952,81.932,73.607,2.609
1952,May,26.965,85.628,189.343,1.863
1953,May,26.812,85.437,242.386,2.036
1954,May,26.614,85.714,208.096,2.071
1955,May,27.323,81.506,126.674,2.388
1956,May,26.837,84.645,223.299,2.027
1957,May,26.564,86.671,301.767,1.978
1958,May,27.216,84.819,277.938,2.166
1959,May,26.985,84.715,223.013,1.927
1960,May,27.238,83.213,154.148,1.912
1961,May,27.426,81.968,153.743,2.404
1962,May,27.404,81.967,161.011,2.352
1963,May,27.502,80.801,161.44,2.111
1964,May,27.602,81.087,164.99,2.875
1965,May,26.91,83.942,209.883,2.441
1966,May,27.004,84.425,338.082,2.421
1967,May,26.864,84.001,267.644,2.127
1968,May,26.958,83.052,179.049,2.252
1969,May,27.331,83.474,263.57,2.097
1970,May,27.217,83.95,170.542,2.093
1971,May,27.161,81.365,166.753,2.285
1972,May,26.92,83.458,142.091,2.189
1973,May,27.139,82.513,184.315,1.923
1974,May,26.822,81.751,186.793,2.11
1975,May,27.078,80.799,157.722,2.492
1976,May,26.936,81.772,130.748,2.818
1977,May,27.21,80.233,121.598,2.19
1978,May,27.64,80.364,130.438,1.882
1979,May,27.781,80.178,111.28,2.454
1980,May,27.388,83.315,141.686,2.482
1981,May,27.094,83.724,201.782,1.889
1982,May,27.112,83.338,193.966,2.273
1983,May,27.616,82.497,203.307,2.174
1984,May,26.922,84.116,246.103,2.064
1985,May,27.132,83.858,267.835,2.118
1986,May,27.413,83.423,175.928,2.813
1987,May,27.208,84.087,220.154,2.176
1988,May,27.93,82.522,226.85,2.12
1989,May,27.21,84.648,259.495,1.957
1990,May,27.644,82.356,221.035,2.206
1991,May,26.881,85.906,314.825,2.29
1992,May,27.276,82.969,312.347,2.066
1993,May,27.229,83.443,324.071,2.097
1994,May,27.113,84.004,303.316,2.361
1995,May,27.548,82.545,240.098,2.148
1996,May,27.493,82.915,186.222,2.626
1997,May,27.681,81.816,160.034,2.312
1998,May,28.573,82.132,233.712,2.49
1999,May,27.069,83.618,265.404,1.946
2000,May,27.858,81.14,133.703,2.536
2001,May,27.779,82.655,197.23,2.442
2002,May,27.951,81.423,197.564,2.504
2003,May,28.233,80.05,119.811,2.275
2004,May,28.137,78.867,138.564,2.189
2005,May,27.892,80.755,154.386,2.465
2006,May,27.401,83.572,243.148,2.301
2007,May,27.664,82.842,263.26,2.235
2008,May,27.456,82.823,189.391,2.291
2009,May,27.975,81.527,189.748,2.714
2010,May,28.401,82.884,199.47,2.005
2011,May,27.878,81.231,198.231,2.073
2012,May,27.679,81.495,259.185,2.493
2013,May,28.173,81.514,190.535,1.991
2014,May,27.824,82.838,287.446,2.02
2015,May,27.794,82.879,276.675,2.308
2016,May,28.497,81.075,283.538,2.098
2017,May,27.995,82.653,273.196,2.284
2018,May,27.666,82.839,257.875,1.992
2019,May,28.409,79.434,178.811,2.666
2020,May,28.383,82.213,274.912,2.037
2021,May,27.86,81.75,238.43,2.132
2022,May,28.567,78.187,177.214,2.512
1940,Jun,26.782,83.675,147.311,2.458
1941,Jun,26.946,83.641,106.21,2.434
1942,Jun,26.788,83.81,123.834,1.863
1943,Jun,27.058,81.103,72.449,2.684
1944,Jun,26.616,81.663,102.903,2.965
1945,Jun,26.533,84.198,173.666,2.89
1946,Jun,26.94,80.037,65.968,3.373
1947,Jun,26.63,83.965,196.217,2.573
1948,Jun,26.6,84.314,193.902,2.844
1949,Jun,27.41,69.822,9.424,2.71
1950,Jun,26.84,83.798,203.921,2.32
1951,Jun,26.992,80.955,85.742,2.657
1952,Jun,27.024,82.605,128.761,2.33
1953,Jun,26.823,84.584,151.313,2.834
1954,Jun,26.647,85.151,236.062,2.322
1955,Jun,26.944,82.605,136.664,1.981
1956,Jun,26.804,81.639,117.882,2.528
1957,Jun,27.098,82.523,156.339,2.62
1958,Jun,27.333,83.584,124.76,2.522
1959,Jun,26.886,84.284,245.255,2.458
1960,Jun,26.961,82.377,128.926,2.766
1961,Jun,26.843,80.437,168.706,2.456
1962,Jun,26.915,81.649,104.292,2.24
1963,Jun,27.246,79.486,85.113,2.812
1964,Jun,27.05,80.961,119.965,2.363
1965,Jun,26.816,82.993,135.044,2.387
1966,Jun,26.742,82.434,131.01,2.311
1967,Jun,26.664,82.785,158.058,2.747
1968,Jun,26.84,83.905,200.218,1.84
1969,Jun,26.997,83.906,214.205,2.288
1970,Jun,27.191,82.557,202.929,2.559
1971,Jun,26.84,81.432,182.627,2.234
1972,Jun,26.898,80.906,140.731,3.105
1973,Jun,27.274,81.602,119.734,2.134
1974,Jun,26.81,80.964,132.795,2.544
1975,Jun,26.882,80.666,101.58,2.622
1976,Jun,26.594,80.9,156.669,2.53
1977,Jun,27.06,81.534,121.42,2.442
1978,Jun,27.701,77.526,75.789,2.394
1979,Jun,27.23,82.723,250.446,2.764
1980,Jun,27.331,82.426,150.618,2.693
1981,Jun,27.519,81.039,73.937,2.397
1982,Jun,27.295,82.144,111.236,2.739
1983,Jun,27.69,81.153,118.874,2.771
1984,Jun,27.008,83.387,202.169,2.678
1985,Jun,27.544,75.748,44.408,2.635
1986,Jun,27.117,83.267,142.748,2.218
1987,Jun,27.746,83.02,197.44,2.832
1988,Jun,27.238,83.207,212.287,2.304
1989,Jun,27.279,80.619,150.618,2.136
1990,Jun,27.49,82.386,152.569,2.339
1991,Jun,27.613,82.073,188.182,2.527
1992,Jun,27.576,82.243,167.945,2.462
1993,Jun,27.655,81.115,198.465,2.669
1994,Jun,27.224,82.513,217.446,2.824
1995,Jun,27.621,82.177,242.94,2.135
1996,Jun,27.344,82.233,203.789,2.477
1997,Jun,27.285,81.387,125.851,2.621
1998,Jun,28.092,81.404,227.895,2.207
1999,Jun,26.966,82.138,293.3,2.333
2000,Jun,27.125,81.45,195.291,2.362
2001,Jun,27.51,80.36,207.261,2.469
2002,Jun,27.66,80.89,166.457,2.408
2003,Jun,27.724,78.509,155.876,2.752
2004,Jun,27.927,78.207,94.074,3.263
2005,Jun,28.201,78.995,119.899,2.6
2006,Jun,27.328,83.083,271.377,2.353
2007,Jun,27.61,82.879,227.564,2.103
2008,Jun,27.073,83.463,313.934,2.085
2009,Jun,27.774,81.358,161.762,2.287
2010,Jun,27.877,81.621,340.189,2.137
2011,Jun,27.702,81.543,163.911,2.27
2012,Jun,28.043,79.344,99.497,2.64
2013,Jun,28.554,74.774,99.034,2.895
2014,Jun,28.617,78.85,112.162,2.585
2015,Jun,27.965,81.536,177.733,2.756
2016,Jun,28.072,79.873,168.243,2.381
2017,Jun,27.984,80.319,150.717,2.245
2018,Jun,27.908,80.583,167.945,2.522
2019,Jun,28.03,82.047,248.131,2.626
2020,Jun,27.792,81.072,190.199,2.725
2021,Jun,27.727,79.581,197.606,2.369
2022,Jun,27.636,79.325,240.625,2.388
1940,Jul,27.004,81.155,101.522,3.522
1941,Jul,26.422,82.976,135.31,2.883
1942,Jul,26.049,85.404,151.906,2.451
1943,Jul,26.405,82.043,145.907,2.994
1944,Jul,26.516,83.462,152.867,2.857
1945,Jul,26.242,83.736,153.906,2.579
1946,Jul,26.69,80.151,87.653,2.905
1947,Jul,26.062,85.38,193.798,2.537
1948,Jul,26.198,84.775,234.287,2.625
1949,Jul,26.793,73.114,19.089,2.522
1950,Jul,26.281,84.13,229.326,2.471
1951,Jul,26.226,82.616,136.505,2.608
1952,Jul,26.452,82.594,131.934,2.82
1953,Jul,26.01,84.858,198.291,2.773
1954,Jul,26.107,84.168,271.634,2.669
1955,Jul,26.472,82.304,155.724,2.279
1956,Jul,26.411,82.203,128.844,2.29
1957,Jul,26.713,82.709,162.269,2.685
1958,Jul,27.089,81.91,88.926,2.424
1959,Jul,26.731,82.38,142.089,2.67
1960,Jul,26.489,82.886,161.801,2.502
1961,Jul,26.512,81.481,87.16,2.913
1962,Jul,27.131,80.273,62.019,2.95
1963,Jul,26.889,79.475,122.039,3.057
1964,Jul,26.087,84.502,301.968,2.55
1965,Jul,26.421,83.149,102.405,2.63
1966,Jul,26.498,83.679,169.852,2.92
1967,Jul,26.487,82.896,167.307,2.848
1968,Jul,26.792,81.521,133.233,2.261
1969,Jul,26.765,80.972,107.989,3.286
1970,Jul,26.522,82.583,140.557,2.647
1971,Jul,26.595,80.51,124.922,2.629
1972,Jul,27.296,78.416,72.33,3.513
1973,Jul,27.057,80.486,152.789,2.713
1974,Jul,26.35,82.486,194.213,2.396
1975,Jul,26.15,81.556,161.489,2.29
1976,Jul,26.503,81.125,149.75,2.937
1977,Jul,26.747,81.261,201.797,3.338
1978,Jul,26.895,79.315,130.272,2.603
1979,Jul,26.685,82.125,182.163,2.943
1980,Jul,26.987,82.344,151.101,2.541
1981,Jul,26.896,81.309,166.762,2.575
1982,Jul,26.795,79.912,133.544,3.109
1983,Jul,26.948,83.13,270.439,2.861
1984,Jul,26.313,83.651,309.474,2.554
1985,Jul,26.384,81.176,172.579,2.149
1986,Jul,26.9,81.327,150.374,2.682
1987,Jul,27.029,83.873,172.735,2.376
1988,Jul,26.906,83.72,271.322,2.683
1989,Jul,27.124,81.832,232.443,2.381
1990,Jul,26.721,82.601,185.591,2.237
1991,Jul,27.202,81.505,136.661,2.909
1992,Jul,26.584,82.885,293.579,2.462
1993,Jul,26.874,83.533,314.175,2.499
1994,Jul,27.289,79.387,91.549,3.448
1995,Jul,27.203,80.696,254.467,3.061
1996,Jul,27.37,81.382,202.758,2.655
1997,Jul,27.168,82.105,185.357,2.921
1998,Jul,27.455,82.123,295.657,2.358
1999,Jul,27.054,80.56,155.256,2.712
2000,Jul,27.08,81.353,201.381,2.936
2001,Jul,27.283,79.755,198.031,2.608
2002,Jul,27.436,81.836,197.797,2.838
2003,Jul,27.106,80.774,176.475,2.653
2004,Jul,26.705,80.99,228.366,2.341
2005,Jul,27.551,79.412,140.635,2.611
2006,Jul,27.474,82.583,211.692,2.942
2007,Jul,27.111,82.885,327.186,2.444
2008,Jul,26.801,83.557,233.871,2.65
2009,Jul,27.569,80.268,151.906,2.736
2010,Jul,27.392,81.207,266.517,2.293
2011,Jul,27.518,80.786,109.209,2.843
2012,Jul,27.159,81.8,187.253,2.69
2013,Jul,27.418,78.896,130.35,2.562
2014,Jul,27.838,80.032,153.412,2.524
2015,Jul,27.792,80.941,145.361,2.948
2016,Jul,27.787,80.444,212.419,2.475
2017,Jul,27.803,80.12,163.074,2.852
2018,Jul,27.67,80.664,138.323,2.65
2019,Jul,27.78,79.821,114.637,2.788
2020,Jul,27.172,82.228,265.816,2.498
2021,Jul,27.741,79.279,166.268,2.496
2022,Jul,28.153,77.822,126.428,2.656
1940,Aug,26.602,82.985,136.576,3.053
1941,Aug,26.172,84.651,225.493,2.911
1942,Aug,26.131,84.176,174.824,2.729
1943,Aug,26.118,82.742,143.203,2.863
1944,Aug,26.486,83.002,150.716,2.724
1945,Aug,25.992,84.968,243.858,2.402
1946,Aug,26.685,79.275,99.466,2.728
1947,Aug,25.914,86.461,296.07,2.111
1948,Aug,26.292,83.978,165.945,2.702
1949,Aug,26.637,74.586,41.36,2.719
1950,Aug,25.91,85.456,268.927,2.252
1951,Aug,26.456,83.037,117.73,2.683
1952,Aug,26.257,83.675,175.937,2.33
1953,Aug,26.495,84.364,115.833,2.796
1954,Aug,26.27,84.266,201.79,2.604
1955,Aug,25.91,84.867,290.075,2.162
1956,Aug,26.117,83.709,238.419,2.59
1957,Aug,26.454,83.05,163.39,2.7
1958,Aug,26.446,83.884,252.231,2.365
1959,Aug,26.387,82.154,126.432,3.153
1960,Aug,26.692,83.487,196.756,2.629
1961,Aug,26.621,80.373,68.958,2.839
1962,Aug,26.067,82.286,239.229,2.42
1963,Aug,26.66,81.817,119.248,2.72
1964,Aug,26.507,81.691,113.986,2.615
1965,Aug,26.192,81.469,180.794,2.839
1966,Aug,26.355,83.75,214.413,2.801
1967,Aug,26.422,82.109,119.096,2.807
1968,Aug,26.732,83.383,117.983,2.454
1969,Aug,25.944,85.158,250.081,2.525
1970,Aug,26.384,83.46,159.646,2.88
1971,Aug,25.905,82.956,268.522,2.285
